Close,Volume,sin_hour,cos_hour,sin_day,cos_day,sin_month,cos_month
0.0,0.052256358065014184,0.0,1.0,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.011659223323617796,0.12213136208881634,0.25881904510252074,0.9659258262890683,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.005607309062161336,0.0538933477376514,0.49999999999999994,0.8660254037844387,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.00796101863491594,0.03303235294790996,0.7071067811865475,0.7071067811865476,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.006328457571258439,0.04606816170979958,0.8660254037844386,0.5000000000000001,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.005392594541136164,0.033227000814931,0.9659258262890683,0.25881904510252074,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.00503679796572043,0.03211420288425622,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.0027457603015895726,0.05380178672422922,0.9659258262890683,-0.25881904510252063,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.00013714749510496116,0.0453927279138796,0.8660254037844388,-0.4999999999999998,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.00581977526359434,0.0457067049052308,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.00642710259335233,0.04394810382007227,0.49999999999999994,-0.8660254037844387,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.008947187815906532,0.05219795528489014,0.258819045102521,-0.9659258262890682,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.006698868224021437,0.09475436247413231,1.2246467991473532e-16,-1.0,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.013199322244059064,0.049984351224108416,-0.2588190451025208,-0.9659258262890683,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.00935048014270079,0.05905703629822527,-0.4999999999999998,-0.8660254037844388,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.005439247172667749,0.0628181672188307,-0.7071067811865471,-0.7071067811865479,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.008584084201817,0.03368751864222726,-0.8660254037844384,-0.5000000000000004,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.002375068608877484,0.05662268889321313,-0.9659258262890683,-0.25881904510252063,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.0021800268842815385,0.09553453939199984,-1.0,-1.8369701987210297e-16,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.0009530064670102423,0.03682720733929972,-0.9659258262890684,0.2588190451025203,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.005784645269971134,0.041558700367579124,-0.8660254037844386,0.5,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.004644466196936481,0.032713286581379446,-0.7071067811865477,0.7071067811865475,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.007509106396947018,0.02547560334694876,-0.5000000000000004,0.8660254037844384,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.009458680523060314,0.021951345314785667,-0.2588190451025215,0.9659258262890681,0.20791169081775931,0.9781476007338057,0.49999999999999994,0.8660254037844387
0.005686843367724181,0.05963315106851177,0.0,1.0,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.01023940950134239,0.04276684671476994,0.25881904510252074,0.9659258262890683,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.009237502083208615,0.03853610737665467,0.49999999999999994,0.8660254037844387,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.010028067459705192,0.026176462205833393,0.7071067811865475,0.7071067811865476,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.00996286619154052,0.022348898656293012,0.8660254037844386,0.5000000000000001,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.016717942405359176,0.06281397047855225,0.9659258262890683,0.25881904510252074,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.02006456611787999,0.06849578915945811,1.0,6.123233995736766e-17,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.021214862629078124,0.0693450672754804,0.9659258262890683,-0.25881904510252063,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.02387097118694126,0.05330240220806393,0.8660254037844388,-0.4999999999999998,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.01736096180863822,0.07207303211415575,0.7071067811865476,-0.7071067811865475,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.01927540594112831,0.052332553958814906,0.49999999999999994,-0.8660254037844387,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.02135538260357095,0.030855390204865624,0.258819045102521,-0.9659258262890682,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.045216517392297706,0.28871203404060736,1.2246467991473532e-16,-1.0,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
0.07155389517153687,0.20756032482864964,-0.2588190451025208,-0.9659258262890683,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
